filepath,filename,parent_folder,original_class,mapped_class,duration_seconds,sample_rate,channels,extension,file_size_bytes,sha256,recording_group,validity_status
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/12.wav,12.wav,Unhealthy,Unhealthy,ABNORMAL,63.2841,48000,1,.wav,6075504,64bdf4d8a0e6374ab0f16fb8c8cde9d246ef6921627a1fd8a9077e9fc19f11d6,Unhealthy_12,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/120.wav,120.wav,Unhealthy,Unhealthy,ABNORMAL,0.8069,48000,1,.wav,77598,59bca39ad40d80c1a11b01ccc545472041bf014f337d9b9e6351112c54aa3ba8,Unhealthy_120,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/121.wav,121.wav,Unhealthy,Unhealthy,ABNORMAL,1.3256,48000,1,.wav,127394,1e4882e35bf6859ee79668aaadeb50482bcdfc4c8dc6950e30bc329a6636460c,Unhealthy_121,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/13.wav,13.wav,Unhealthy,Unhealthy,ABNORMAL,34.6556,48000,1,.wav,3327166,23fe88581a1046061d9c379de09ce8f923e810585271bc0f2f4492fef8bed169,Unhealthy_13,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/14.wav,14.wav,Unhealthy,Unhealthy,ABNORMAL,37.6691,48000,1,.wav,3616464,98cec700c13f9be7f7e17f3c7369c767bdfb9418b16c03d0e11dc15557fb1dc8,Unhealthy_14,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/15.wav,15.wav,Unhealthy,Unhealthy,ABNORMAL,15.0677,48000,1,.wav,1446724,81c078aba00b711ba4791bb9453c8a1a4909db9e27bd9531ea17d96bc56f6fa2,Unhealthy_15,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/16.wav,16.wav,Unhealthy,Unhealthy,ABNORMAL,22.6015,48000,1,.wav,2169968,e7895699fda3bce4ce2625bf034af5d8c992b75987aba7d82c50ecbca2ff7259,Unhealthy_16,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/17.wav,17.wav,Unhealthy,Unhealthy,ABNORMAL,57.2571,48000,1,.wav,5496906,43f62c4d95c5e0efc7227db75d4ff39b7a207d976c20e3892032fe93f63a1eb7,Unhealthy_17,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/18.wav,18.wav,Unhealthy,Unhealthy,ABNORMAL,34.6556,48000,1,.wav,3327166,78f226b6bdf7fc80ed71b916d5a292855c8bc686a86cd537c88fbdeb0d7d7736,Unhealthy_18,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/19.wav,19.wav,Unhealthy,Unhealthy,ABNORMAL,21.0947,48000,1,.wav,2025320,524415fbc129ac2680ca3d3b6e6e4a5539b92d24c793850c0cebe210c3dab20e,Unhealthy_19,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/2.wav,2.wav,Unhealthy,Unhealthy,ABNORMAL,36.1624,48000,1,.wav,3471814,4bc77f45f8584f22bde29c3b018022a07febbd64a42257c34a924410743bc513,Unhealthy_2,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/20.wav,20.wav,Unhealthy,Unhealthy,ABNORMAL,15.0676,48000,1,.wav,1446722,762edb280c9eaab080c1092196c025ca61e419716f4bd55247de2a99576662fd,Unhealthy_20,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/21.wav,21.wav,Unhealthy,Unhealthy,ABNORMAL,27.1217,48000,1,.wav,2603916,b04fdaee739c60137b1bee8b441ae43e2f46127acf7d6651ad7ba4b988c74f2a,Unhealthy_21,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/22.wav,22.wav,Unhealthy,Unhealthy,ABNORMAL,18.0812,48000,1,.wav,1736020,3f8f2517ef51c8d5e8f20f8a20bc9edcffe41e449bc3bbd21c46e9c8fbbb40ef,Unhealthy_22,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/23.wav,23.wav,Unhealthy,Unhealthy,ABNORMAL,25.615,48000,1,.wav,2459268,f6fac4108ee8c452870053df38cb35a749bfd7fa326f2966a9f55d0b4f2ebadc,Unhealthy_23,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/24.wav,24.wav,Unhealthy,Unhealthy,ABNORMAL,37.6691,48000,1,.wav,3616464,720ee52f07a2723805026eb11859702af00d490d71c76e27a7ea575bfa27382c,Unhealthy_24,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/25.wav,25.wav,Unhealthy,Unhealthy,ABNORMAL,52.7368,48000,1,.wav,5062958,3a176b771e03f720d5c17d32b52ad8b49c53b762957ac888e04164d1a9599ab4,Unhealthy_25,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/26.wav,26.wav,Unhealthy,Unhealthy,ABNORMAL,43.6703,48000,1,.wav,4192580,fdc255fd5df49410a0494df7d61731c0ea407020259ddf676995736b9b970dc5,Unhealthy_26,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/27.wav,27.wav,Unhealthy,Unhealthy,ABNORMAL,51.1997,48000,1,.wav,4915398,01d86443b44a694f244bb5a5a8e37933452f764ee27ee988534062c25635450e,Unhealthy_27,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/28.wav,28.wav,Unhealthy,Unhealthy,ABNORMAL,85.8347,48000,1,.wav,8240364,3d815e4eac6b9f1d85ee942aa9324651b4098687880ae0b348a61bd2d9487c9f,Unhealthy_28,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/29.wav,29.wav,Unhealthy,Unhealthy,ABNORMAL,69.2702,48000,1,.wav,6650164,94c9d7979388dcb62dc0848176430fd453a421f86fb438f078a61b8d2d6be01f,Unhealthy_29,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/3.wav,3.wav,Unhealthy,Unhealthy,ABNORMAL,31.6421,48000,1,.wav,3037866,edbb6ff9540d71d5e12ff2b9cc1b63ca605c99a0ba93c5f5cf920fa23c22de6d,Unhealthy_3,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/30.wav,30.wav,Unhealthy,Unhealthy,ABNORMAL,33.1292,48000,1,.wav,3180632,18eb28a3ece76fb0f7bfbc343f55445b2c26e4dbcfb7726e40c1d4665b874701,Unhealthy_30,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/31.wav,31.wav,Unhealthy,Unhealthy,ABNORMAL,21.0822,48000,1,.wav,2024122,9489fd4ec746f20591a15545a6156103f70baca9bda7a66a472ace89975e3b4d,Unhealthy_31,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/32.wav,32.wav,Unhealthy,Unhealthy,ABNORMAL,81.3171,48000,1,.wav,7806674,2e26257e9fac6c4ff55165db3ba659238aa0a24c6f7bd319774286c02aa2cd08,Unhealthy_32,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/33.wav,33.wav,Unhealthy,Unhealthy,ABNORMAL,34.6351,48000,1,.wav,3325196,5ffd6591f8ed4255b077311527293f20d14f5580c5c297e17aee48ec318111f3,Unhealthy_33,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/34.wav,34.wav,Unhealthy,Unhealthy,ABNORMAL,36.1409,48000,1,.wav,3469758,b066a3b12e9f261ad6d01ea1684fa5d68f1f627d2298ae8a41cd4f2f295250ff,Unhealthy_34,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/35.wav,35.wav,Unhealthy,Unhealthy,ABNORMAL,66.2584,48000,1,.wav,6361036,117a45907acd065b136ecc705008a55a668bc836d76ac502619cfefdbaaf7da1,Unhealthy_35,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/36.wav,36.wav,Unhealthy,Unhealthy,ABNORMAL,30.1175,48000,1,.wav,2891504,a54d63f8e36a77f0b33d2c88dc48e1e24900747b37e678ab5c383e04187afba7,Unhealthy_36,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/37.wav,37.wav,Unhealthy,Unhealthy,ABNORMAL,60.2349,48000,1,.wav,5782780,3845d96d5de96da9c261c2f8fc40af070170cb3a7a8e36a68c184f28fbebe9fe,Unhealthy_37,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/38.wav,38.wav,Unhealthy,Unhealthy,ABNORMAL,37.6468,48000,1,.wav,3614324,e862381ca94a955e994c26d6fc63ffa4048234e8549c2a5a5932f6b47079e02e,Unhealthy_38,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/39.wav,39.wav,Unhealthy,Unhealthy,ABNORMAL,61.7408,48000,1,.wav,5927344,8be1f16d1d75ddef9fc5d77f197fa8eff790f5fdde8011e360b78eebd1e8ff02,Unhealthy_39,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/4.wav,4.wav,Unhealthy,Unhealthy,ABNORMAL,16.5744,48000,1,.wav,1591372,7b7b299b26b8aaa2646b0f8210fd8b2e58972395202c955284c304c6ff91cccd,Unhealthy_4,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/40.wav,40.wav,Unhealthy,Unhealthy,ABNORMAL,78.3054,48000,1,.wav,7517546,407eacec0ad58e749af45ab17474502ca3feb3fa94865374c917d9052590d385,Unhealthy_40,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/41.wav,41.wav,Unhealthy,Unhealthy,ABNORMAL,16.5646,48000,1,.wav,1590430,9918ced57e833d0724fbb54d0f03a76b0e22f40069b94819b066ceab7251831f,Unhealthy_41,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/42.wav,42.wav,Unhealthy,Unhealthy,ABNORMAL,43.6703,48000,1,.wav,4192578,adb4dcd271bc54e3a84954eea6486e9c2fdec6890f35fb48988c5026f2a219d1,Unhealthy_42,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/43.wav,43.wav,Unhealthy,Unhealthy,ABNORMAL,72.2819,48000,1,.wav,6939290,e42a29605af48465a60a31321c812586fdad3ad5bf4b6a1402df3261dc9581de,Unhealthy_43,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/44.wav,44.wav,Unhealthy,Unhealthy,ABNORMAL,52.7055,48000,1,.wav,5059960,7c6663fb4698079fc36d6a6ac27af4d81ae386ed803ee49b7ec21ebafaa1c323,Unhealthy_44,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/45.wav,45.wav,Unhealthy,Unhealthy,ABNORMAL,72.2819,48000,1,.wav,6939290,23f6af440032c6eb3e28684343ac00ff48da448783fdfad33b1c44ece2b6c9d5,Unhealthy_45,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/46.wav,46.wav,Unhealthy,Unhealthy,ABNORMAL,48.1879,48000,1,.wav,4626270,f0c7f395316e0c7694af485ab7a53b35aba447a2c2e57abac5fd7e6da6d5ac9a,Unhealthy_46,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/47.wav,47.wav,Unhealthy,Unhealthy,ABNORMAL,112.9405,48000,1,.wav,10842514,e727c67a10e32d1edb41c2a923fef71252717cdc675b19def5e4487ece5b5bdc,Unhealthy_47,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/48.wav,48.wav,Unhealthy,Unhealthy,ABNORMAL,22.5881,48000,1,.wav,2168686,6f6b2a8c986ec9e26ce9092be2829189c2247bdf3f7819f38d996ee461d81004,Unhealthy_48,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/49.wav,49.wav,Unhealthy,Unhealthy,ABNORMAL,19.577,48000,1,.wav,1879624,b3e08dbb05ec9f756f55092e92cb698f51775ff1b60898b173c5ff9b8f5c4075,Unhealthy_49,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/5.wav,5.wav,Unhealthy,Unhealthy,ABNORMAL,36.1624,48000,1,.wav,3471814,1aaf7ec9709e61ad2c4304bb536dca512a4c2cf7f22aa6c78d3703862bcc819f,Unhealthy_5,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/50.wav,50.wav,Unhealthy,Unhealthy,ABNORMAL,19.577,48000,1,.wav,1879624,dca371acf0ab6aae60e17482d75887e2d9be068fe194d7cf3768c2d024c431ba,Unhealthy_50,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/51.wav,51.wav,Unhealthy,Unhealthy,ABNORMAL,22.5889,48000,1,.wav,2168762,2c737be4bb7a4b6e73f75304861e5870b6c5e8f02fac95df8eda0a85237737cf,Unhealthy_51,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/52.wav,52.wav,Unhealthy,Unhealthy,ABNORMAL,40.66,48000,1,.wav,3903588,abfedea4cb63b901e07f8c0113b3adc4f2a3b887adee3b31aeedf9574258b6bc,Unhealthy_52,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/53.wav,53.wav,Unhealthy,Unhealthy,ABNORMAL,40.66,48000,1,.wav,3903590,06c012361bba13c53918b41bf6a1af3c354d6133eab2b890dc50081f19941520,Unhealthy_53,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/54.wav,54.wav,Unhealthy,Unhealthy,ABNORMAL,31.6245,48000,1,.wav,3036176,a617c19c992fdf8b5e0fd1666245245ffb6349feb5fad47f1c7dee33a5ff21e2,Unhealthy_54,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/55.wav,55.wav,Unhealthy,Unhealthy,ABNORMAL,43.6719,48000,1,.wav,4192726,c32753d1e1d280edcd6ceacc8741c16b02e96443fe2f0cd7370243a120f99c4b,Unhealthy_55,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/56.wav,56.wav,Unhealthy,Unhealthy,ABNORMAL,55.7193,48000,1,.wav,5349280,ffa93dc0d5ca31fbddfdc014e8d1a8d1ad2c7346821b4a4345d1bdaf93bbca8c,Unhealthy_56,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/57.wav,57.wav,Unhealthy,Unhealthy,ABNORMAL,42.1659,48000,1,.wav,4048158,5308b8225f2f4f77369e9fa22fa3a78e8703541b34bfbc836aa6c447dc5f9887,Unhealthy_57,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/58.wav,58.wav,Unhealthy,Unhealthy,ABNORMAL,31.6245,48000,1,.wav,3036176,6501da4426f915b5f684a1a79d2bf5654ea9ed8ad9f2fdd71cbecf213b98af01,Unhealthy_58,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/59.wav,59.wav,Unhealthy,Unhealthy,ABNORMAL,42.1659,48000,1,.wav,4048158,053d3fb311ed2a77c12097913b8c401796a1b9ac51db2a55a9684d2a761de5b8,Unhealthy_59,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/6.wav,6.wav,Unhealthy,Unhealthy,ABNORMAL,24.1083,48000,1,.wav,2314620,f709147215e530f1ae58c990e77b1a234a2122fd31af58e337ddc1303991edc9,Unhealthy_6,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/60.wav,60.wav,Unhealthy,Unhealthy,ABNORMAL,51.2015,48000,1,.wav,4915572,3418920129b288a6798403b80fabdbfee68ef81b1bfe29bb8553b0413aee9862,Unhealthy_60,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/61.wav,61.wav,Unhealthy,Unhealthy,ABNORMAL,28.6126,48000,1,.wav,2747038,f706032dc8e7a4bf29bf99bb0d533d5e67a23a2ab7d3e0579b96b446de99573e,Unhealthy_61,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/62.wav,62.wav,Unhealthy,Unhealthy,ABNORMAL,99.3911,48000,1,.wav,9541778,f802e637e224c50749c116793ec0fda63cfa5db60aa40fcd66447d9487006432,Unhealthy_62,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/63.wav,63.wav,Unhealthy,Unhealthy,ABNORMAL,31.6245,48000,1,.wav,3036176,ab95a41e7e5a6664bce879621439f1d6b09e6e5add789ed668bd2189d25a45bd,Unhealthy_63,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/64.wav,64.wav,Unhealthy,Unhealthy,ABNORMAL,21.083,48000,1,.wav,2024192,8c82e9a9feea97ac3462ba7f958ad321e3be9a5d7968c69407f8f58e2e34cab4,Unhealthy_64,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/65.wav,65.wav,Unhealthy,Unhealthy,ABNORMAL,134.0274,48000,1,.wav,12866862,8a8682a2904d015f4d04392987d0087c434c0aa9ef1e44afe35f91a3706328f3,Unhealthy_65,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/66.wav,66.wav,Unhealthy,Unhealthy,ABNORMAL,22.5889,48000,1,.wav,2168762,700e21545a7cc80c9c24b2eba84107932efc9cbaeada587ade8fe6aaf7e22f55,Unhealthy_66,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/67.wav,67.wav,Unhealthy,Unhealthy,ABNORMAL,54.2134,48000,1,.wav,5204710,7b636e5908246028e151eb3f68113f67ae5f085cc3ead9fe305e3e80d1a90d4b,Unhealthy_67,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/68.wav,68.wav,Unhealthy,Unhealthy,ABNORMAL,27.1067,48000,1,.wav,2602470,954f4a26935086ff4ad686771adbc3e5dd61459cfbc81a8c115df5f9e0398150,Unhealthy_68,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/69.wav,69.wav,Unhealthy,Unhealthy,ABNORMAL,90.3556,48000,1,.wav,8674364,1fd9b9fffa74d34ae449cd8c7c8c1512191180b83458acfe34fc5eecc54d1dec,Unhealthy_69,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/7.wav,7.wav,Unhealthy,Unhealthy,ABNORMAL,16.5744,48000,1,.wav,1591370,69d6a305a22666e45f04acbcf6db1e205a867ac27b2a2d10694b85c89fe4de62,Unhealthy_7,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/70.wav,70.wav,Unhealthy,Unhealthy,ABNORMAL,15.0593,48000,1,.wav,1445918,cf8a28756fac30b475ddaf3f713d0b22b0eb6708e2506d668a4703eff2d37764,Unhealthy_70,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/71.wav,71.wav,Unhealthy,Unhealthy,ABNORMAL,12.0474,48000,1,.wav,1156778,91a44a08b84aa6b29ba386ed37b23733191b4abc8d24e833fae9663c366060e6,Unhealthy_71,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/72.wav,72.wav,Unhealthy,Unhealthy,ABNORMAL,21.083,48000,1,.wav,2024194,8062a83d817430df3c97f5660038917a594ecc613ab4dcc1b3b7838a77572ff8,Unhealthy_72,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/73.wav,73.wav,Unhealthy,Unhealthy,ABNORMAL,33.1323,48000,1,.wav,3180932,1ebe8a57db93c754402d8486caa34553aba8157387a76e04cb53f2d2b19390de,Unhealthy_73,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/74.wav,74.wav,Unhealthy,Unhealthy,ABNORMAL,12.0481,48000,1,.wav,1156848,4660e920acd173aa2532fdbae7750d8eddc50a47afce858438ec485f57c5c7bc,Unhealthy_74,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/75.wav,75.wav,Unhealthy,Unhealthy,ABNORMAL,28.6143,48000,1,.wav,2747202,c424749aff8b8d7fb6b888a6f16952f6b7ed259ae0395f9abfb8e7b6fd6c0150,Unhealthy_75,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/76.wav,76.wav,Unhealthy,Unhealthy,ABNORMAL,82.8309,48000,1,.wav,7951990,c503c9c2a391b4011dff79dcbfcbc6fe208350d4ea9925d9dddb21ada8cf8ca5,Unhealthy_76,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/77.wav,77.wav,Unhealthy,Unhealthy,ABNORMAL,22.5902,48000,1,.wav,2168890,3b027e54e1c9f84180f32c5c64aa80b90bb02da76b5aa4a8b4381581ab376c4f,Unhealthy_77,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/78.wav,78.wav,Unhealthy,Unhealthy,ABNORMAL,45.1805,48000,1,.wav,4337554,93ab098bbe44ff2a488d50040ab728038f201fbf40129418165afabb39367f9c,Unhealthy_78,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/79.wav,79.wav,Unhealthy,Unhealthy,ABNORMAL,42.1684,48000,1,.wav,4048398,a0df73e8c78546148d3a8cb9b74c7f62c991a551c9099a41fd77ec240bbce7af,Unhealthy_79,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/8.wav,8.wav,Unhealthy,Unhealthy,ABNORMAL,16.5744,48000,1,.wav,1591372,df33ac54552a0c585486050577d205eb3fe42a75ae553b19a7ee82031590b9ca,Unhealthy_8,VALID
